Predicted_X,Predicted_Y,Z_HW_elev,Z_FW_elev
423208.3,338435.25,,
423418.2,338435.25,332.0,68.0
423628.06,338435.25,332.0,68.0
423837.9,338435.25,332.0,68.0
424047.78,338435.25,332.0,80.0
424257.62,338435.25,332.0,80.0
424467.5,338435.25,332.0,80.0
424677.38,338435.25,332.0,80.0
424887.22,338435.25,332.0,80.0
425097.1,338435.25,320.0,80.0
425306.94,338435.25,320.0,80.0
425516.8,338435.25,320.0,80.0
425726.7,338435.25,320.0,80.0
425936.53,338435.25,320.0,80.0
426146.4,338435.25,320.0,80.0
426356.28,338435.25,308.0,80.0
426566.12,338435.25,308.0,80.0
426776.0,338435.25,308.0,80.0
426985.84,338435.25,308.0,80.0
427195.72,338435.25,296.0,80.0
427405.6,338435.25,296.0,80.0
427615.44,338435.25,296.0,80.0
427825.3,338435.25,284.0,92.0
428035.16,338435.25,284.0,92.0
428245.03,338435.25,284.0,92.0
428454.9,338435.25,272.0,92.0
428664.75,338435.25,,
428874.62,338435.25,,
429084.5,338435.25,,
429294.34,338435.25,,
429504.22,338435.25,,
429714.06,338435.25,,
429923.94,338435.25,,
430133.8,338435.25,,
430343.66,338435.25,,
430553.53,338435.25,,
430763.38,338435.25,,
430973.25,338435.25,,
431183.12,338435.25,,
431392.97,338435.25,,
431602.84,338435.25,,
431812.72,338435.25,,
432022.56,338435.25,,
432232.44,338435.25,,
432442.28,338435.25,,
432652.16,338435.25,,
432862.03,338435.25,,
433071.88,338435.25,,
433281.75,338435.25,,
433491.6,338435.25,,
433701.47,338435.25,,
433911.34,338435.25,,
434121.2,338435.25,,
434331.06,338435.25,,
434540.94,338435.25,,
434750.78,338435.25,,
434960.66,338435.25,,
435170.5,338435.25,,
435380.38,338435.25,,
435590.25,338435.25,,
435800.1,338435.25,,
436009.97,338435.25,,
436219.8,338435.25,,
436429.7,338435.25,,
436639.56,338435.25,,
436849.4,338435.25,,
437059.28,338435.25,,
437269.16,338435.25,,
437479.0,338435.25,,
437688.88,338435.25,,
437898.72,338435.25,,
438108.6,338435.25,,
438318.47,338435.25,,
438528.3,338435.25,,
438738.2,338435.25,,
438948.03,338435.25,,
439157.9,338435.25,,
439367.78,338435.25,,
439577.62,338435.25,,
439787.5,338435.25,,
439997.38,338435.25,,
440207.22,338435.25,,
440417.1,338435.25,,
440626.94,338435.25,,
440836.8,338435.25,,
441046.7,338435.25,,
441256.53,338435.25,,
441466.4,338435.25,,
441676.25,338435.25,,
441886.12,338435.25,,
442096.0,338435.25,,
442305.84,338435.25,,
442515.72,338435.25,,
442725.6,338435.25,,
442935.44,338435.25,,
443145.3,338435.25,,
443355.16,338435.25,,
443565.03,338435.25,,
443774.9,338435.25,,
443984.75,338435.25,,
444194.62,338435.25,,
444404.47,338435.25,,
444614.34,338435.25,,
444824.22,338435.25,,
445034.06,338435.25,,
445243.94,338435.25,,
445453.8,338435.25,,
445663.66,338435.25,,
445873.53,338435.25,,
446083.38,338435.25,,
446293.25,338435.25,,
446503.12,338435.25,,
446712.97,338435.25,,
446922.84,338435.25,,
447132.7,338435.25,,
447342.56,338435.25,,
447552.44,338435.25,,
447762.28,338435.25,,
447972.16,338435.25,,
