split,R2_HW,RMSE_HW,MAE_HW,R2_FW,RMSE_FW,MAE_FW
train,0.9811519980430603,11.725920332391892,8.910029411315918,0.9859375953674316,20.785650673620523,16.499441146850586
test,0.8025058507919312,33.80506575504809,22.532337188720703,0.9273049235343933,33.68445421933815,25.264616012573242
